Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,Wait,TrialLag,K,Drug,StimDur,Delay,VarDelay,RewardSize,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
138,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,2377.223612,2396.905515,19.681903000000148,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6817,0.3540999999999998,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[4.6817, 4.7725, 4.9214, 5.073, 5.246700000000001]","[4.6845, 4.838900000000001, 4.9802, 5.1132, 5.2780000000000005]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
139,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,2396.920012,2416.601415,19.68140300000005,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6812000000000005,0.3536000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.817200000000001],[4.9107],"[4.6812000000000005, 5.007000000000001, 5.1645]","[4.7195, 5.069100000000001, 5.1976]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
140,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,2416.6128120000008,2436.456815,19.84400300000016,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.8438,0.5161999999999995,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],[4.8438],[4.9148000000000005],0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
141,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,2436.470112,2456.198215,19.728102999999926,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7279,0.4002999999999996,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],[4.7279],[4.784],0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
142,0,0.0,0,0,1,0,,0.0,,,0,2456.210112,2471.537915,15.327802999999676,2.8181000000000003,3.8276,1.0094999999999996,4.3276,5.3276,1.0,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],[],[],0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
143,0,,0,1,0,0,0.0,,1.0,,1,2471.551812,2491.286815,19.735002999999782,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7348,0.4071999999999995,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],"[4.7348, 4.8870000000000005]","[4.7767, 4.9147]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
144,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,2491.297812,2506.038115,14.740303000000038,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7331,0.4054999999999999,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.7331, 4.8628, 5.0136, 5.1629000000000005, 5.3154]","[4.7709, 4.9211, 5.0621, 5.2109000000000005, 5.3635]","[5.479900000000001, 5.6267000000000005, 6.2145, 13.4869]","[5.5147, 5.669300000000001, 6.251600000000001, 13.5001]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
145,0,1.0,0,1,0,0,0.0,1.0,1.0,0.0,1,2506.055812,2525.729916,19.67410399999972,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6739000000000015,0.3463000000000003,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.8194, 5.1801]","[4.8651, 5.2349000000000006]","[4.673900000000001, 4.8666, 4.8886, 5.031000000000001, 5.5494, 5.7366]","[4.7245, 4.8702000000000005, 4.9377, 5.0802000000000005, 5.5871, 5.7653]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
146,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,2525.746012,2540.432815,14.686803000000054,2.8206,3.8301,1.0094999999999996,4.3301,4.6783,0.3482000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6783, 4.8215, 4.9404, 5.0686, 5.2003, 5.3421, 5.4918000000000005, 5.8491, 11.9262]","[4.7443, 4.8702000000000005, 4.9915, 5.125900000000001, 5.2671, 5.3998, 5.5444, 5.8828000000000005, 11.9668]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
147,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,2540.445012,2560.083815,19.638802999999825,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6386,0.3109999999999999,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.9354000000000005],[5.0013000000000005],"[4.6386, 4.7899, 5.1054, 5.2362, 5.3632, 5.5172, 5.6686000000000005, 5.8523000000000005, 5.9972, 6.151800000000001, 6.3034, 6.5107, 6.6484000000000005]","[4.6996, 4.8441, 5.151800000000001, 5.2964, 5.4257, 5.5812, 5.7294, 5.9039, 6.043900000000001, 6.1987000000000005, 6.3498, 6.542000000000001, 6.7031]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
148,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,2560.096712,2579.727116,19.630404,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6302,0.3026,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.948, 19.3856]","[5.0385, 19.3927]","[4.6302, 4.7981, 5.1768]","[4.702, 4.8603000000000005, 5.2208000000000006]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
149,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,2579.7405120000008,2594.381815,14.641303000000336,2.8206,3.8301,1.0094999999999996,4.3301,4.6328000000000005,0.3027000000000006,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[10.8622, 11.0797]","[10.9172, 11.1086]","[4.6328000000000005, 4.7759, 4.881, 4.9992, 5.118, 5.2645, 5.4057, 5.5533, 5.737, 11.0538, 11.268, 12.5799, 12.7299, 13.439]","[4.7035, 4.808400000000001, 4.9212, 5.0399, 5.1805, 5.3197, 5.4547, 5.591200000000001, 5.7685, 11.1106, 11.3066, 12.6393, 12.7852, 13.4952]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
150,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,2594.3929120000007,2614.102515,19.709603000000246,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7094000000000005,0.3818000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.8583],[4.9181],"[4.7094000000000005, 5.0031]","[4.777200000000001, 5.0557]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
151,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,2614.114712,2633.765415,19.6507029999998,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6505,0.3228999999999997,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.9695],[5.0206],"[4.6505, 4.8146, 5.149100000000001]","[4.7055, 4.8526, 5.1779]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
152,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,2633.779112,2653.586816,19.807703999999827,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.8075,0.4798999999999997,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.9725],[5.0671],"[4.8075, 5.1568000000000005, 5.335, 5.689500000000001, 12.9184]","[4.8804, 5.2365, 5.3875, 5.7258, 12.9316]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
153,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,2653.600112,2673.246516,19.646404000000075,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6462,0.3186,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.7893, 5.2133]","[4.8532, 5.220400000000001]","[4.6462, 4.9431, 5.205]","[4.6919, 4.9926, 5.2226]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
154,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,2673.2605120000007,2692.860115,19.599603000000123,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.5994,0.2717999999999998,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[4.5994, 4.7490000000000006, 4.9548000000000005]","[4.6471, 4.8020000000000005, 4.9903]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
155,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,2692.875912,2712.708515,19.832602999999835,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.8324,0.5047999999999995,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[4.8324, 5.0335]","[4.9362, 5.0796]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
156,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,2712.724112,2727.355516,14.631404000000202,2.8206,3.8301,1.0094999999999996,4.3301,4.6229000000000005,0.2928000000000006,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6229000000000005, 4.7767, 4.9005, 5.0225, 5.1582, 5.3138000000000005, 5.4656, 5.6046000000000005, 5.764]","[4.7035, 4.8272, 4.9473, 5.079000000000001, 5.232, 5.3843000000000005, 5.5158000000000005, 5.6526000000000005, 5.808800000000001]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
157,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,2727.368112,2741.995715,14.627602999999905,2.8206,3.8301,1.0094999999999996,4.3301,4.6191,0.2890000000000006,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6191, 4.7474, 4.87, 4.9955, 5.1195, 5.2643, 5.457, 5.617500000000001, 5.764600000000001, 6.6423000000000005, 6.7569, 6.9131, 7.329000000000001]","[4.6731, 4.7949, 4.9214, 5.048900000000001, 5.1807, 5.3246, 5.4874, 5.6432, 5.7923, 6.6603, 6.800000000000001, 6.9623, 7.3443]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
158,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,2742.0105120000007,2756.651015,14.64050300000008,2.8206,3.8301,1.0094999999999996,4.3301,4.6320000000000014,0.3019000000000007,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.632000000000001, 4.7637, 4.8827, 5.0057, 5.1258, 5.256600000000001, 5.4067, 5.558, 5.7175, 12.1435]","[4.6799, 4.8133, 4.9303, 5.050800000000001, 5.1795, 5.3258, 5.4636000000000005, 5.608700000000001, 5.755, 12.1583]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
159,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,2756.662712000001,2776.242515,19.579803000000087,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.5796,0.2519999999999998,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[4.5796, 4.7098, 4.863700000000001]","[4.6291, 4.7666, 4.918]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
160,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,2776.256212,2796.034115,19.777903000000148,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7777,0.4500999999999999,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[14.2941, 15.1009, 15.2459, 15.3267, 17.1795, 19.4586, 19.6842]","[14.3029, 15.1949, 15.2479, 15.4412, 17.2234, 19.522, 19.7205]","[4.7777, 4.9275, 14.2168, 14.2835, 14.9068, 15.0212, 15.086200000000002, 15.241, 15.3131]","[4.8281, 4.9937000000000005, 14.244000000000002, 14.3013, 15.0128, 15.0516, 15.1895, 15.2913, 15.4318]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
161,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,2796.046712000001,2815.782115,19.735403000000133,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7352,0.4075999999999995,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.8516, 5.1961, 5.4332]","[4.931, 5.2754, 5.4604]","[4.7352, 5.0136, 5.8411]","[4.7512, 5.0723, 5.8836]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
162,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,2815.795112,2830.449015,14.653903000000357,2.8206,3.8301,1.0094999999999996,4.3301,4.6454,0.3153000000000006,iaa,iaa,1,,0,0,1,1,70.0,70.0,[4.941400000000001],[5.008100000000001],"[4.6454, 4.7866, 5.1069]","[4.6949000000000005, 4.846900000000001, 5.1391]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
163,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,2830.462712,2850.213315,19.750602999999963,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7504,0.4227999999999996,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[4.7504, 4.9127]","[4.8106, 4.9489]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
164,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,2850.238012000001,2870.024515,19.786503000000263,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7863000000000016,0.4587000000000003,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[4.786300000000001, 4.9592]","[4.8392, 4.9941]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
165,0,0.0,0,1,0,0,0.0,0.0,1.0,1.0,1,2870.035512,2889.859715,19.824203000000125,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.824,0.4963999999999995,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],[4.824],[4.8669],0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
166,0,0.0,0,0,1,0,,0.0,,,0,2889.873412,2905.201215,15.32780300000013,2.8181000000000003,3.8276,1.0094999999999996,4.3276,5.3276,1.0,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],[],[],0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
167,0,,0,0,1,0,,,,,0,2905.216312,2920.544115,15.32780300000013,2.8181000000000003,3.8276,1.0094999999999996,4.3276,5.3276,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
168,0,,0,0,1,0,,,,,0,2920.553912000001,2935.881715,15.32780300000013,2.8181000000000003,3.8276,1.0094999999999996,4.3276,5.3276,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
169,0,,0,1,0,0,0.0,,1.0,,1,2935.893212,2955.603215,19.710003000000142,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7098,0.3822000000000001,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],"[4.7098, 4.862900000000001]","[4.7377, 4.881200000000001]",0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
170,0,0.0,0,0,1,0,,0.0,,,0,2955.615912,2970.943715,15.327802999999676,2.8181000000000003,3.8276,1.0094999999999996,4.3276,5.3276,1.0,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],[],[],0.0071,0.0084,100,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-155605,2025-08-12,15:56:17.209734,16:45:52.994523
0,0,,0,0,1,0,,,,,0,0.339612,15.667415,15.327803,2.8181000000000003,3.8276,1.0094999999999996,4.3276,5.3276,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0071,0.0084,0,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.0,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-164606,2025-08-12,16:46:18.735980,16:57:20.113964
1,0,,0,1,0,0,0.0,,1.0,,1,15.679412,35.56831500000001,19.888903,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.8887,0.5610999999999997,aaa,aaa,1,,0,1,0,1,-70.0,,"[5.218500000000001, 5.418]","[5.3128, 5.4855]","[4.8887, 5.794300000000001, 5.9439, 6.109]","[4.9382, 5.8532, 6.0022, 6.157]",0.0071,0.0084,0,0,0.5,5.0,0.0,0,0,1,1,1,1,10,1,0,0.0,0.0,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250812-164606,2025-08-12,16:46:18.735980,16:57:20.113964
